customerID,lifespan_months,Customer_Segmentation,sum_quantity_bought,revenue,Customer_Monetary_Section,Average_Monthly_order,Average_Invoice_Order,count_customer_transactions,Customer_Frequency,country
17174,0,short term customer,31,40.4,standard customer,NULL,40.4,1,one time buyer,United Kingdom
18113,0,short term customer,72,76.32,standard customer,NULL,76.32,1,one time buyer,United Kingdom
14544,11,loyal customer,1006,1310.8,VIP customer,119.16,655.4,2,occasional buyer,United Kingdom
14493,5,short term customer,875,1666.58,VIP customer,333.32,333.32,5,occasional buyer,United Kingdom
17317,1,short term customer,1146,2600.34,VIP customer,2600.34,866.78,3,occasional buyer,United Kingdom
12824,0,short term customer,122,260.5,standard customer,NULL,260.5,1,one time buyer,United Kingdom
14236,9,loyal customer,174,418.14,standard customer,46.46,209.07,2,occasional buyer,United Kingdom
17111,0,short term customer,187,162,standard customer,NULL,162,1,one time buyer,United Kingdom
18169,0,short term customer,55,177.75,standard customer,NULL,177.75,1,one time buyer,United Kingdom
13516,7,loyal customer,727,1021.79,VIP customer,145.97,340.6,3,occasional buyer,United Kingdom
17602,11,loyal customer,2697,3481.73,VIP customer,316.52,580.29,6,frequent buyer,United Kingdom
12516,3,short term customer,665,961.36,standard customer,320.45,480.68,2,occasional buyer,Germany
15556,0,short term customer,190,236.53,standard customer,NULL,236.53,1,one time buyer,United Kingdom
12891,4,short term customer,950,331,standard customer,82.75,110.33,3,occasional buyer,United Kingdom
17330,1,short term customer,84,318.9,standard customer,318.9,159.45,2,occasional buyer,United Kingdom
17267,0,short term customer,147,266.12,standard customer,NULL,133.06,2,occasional buyer,United Kingdom
17343,0,short term customer,56,193.64,standard customer,NULL,193.64,1,one time buyer,United Kingdom
16409,10,loyal customer,852,1334.8,VIP customer,133.48,266.96,5,occasional buyer,United Kingdom
13718,2,short term customer,157,276.55,standard customer,138.28,138.28,2,occasional buyer,United Kingdom
14191,7,loyal customer,2041,2576.65,VIP customer,368.09,198.2,13,frequent buyer,United Kingdom
17799,11,loyal customer,1281,2228.67,VIP customer,202.61,222.87,10,frequent buyer,United Kingdom
17562,5,short term customer,608,835.78,standard customer,167.16,119.4,7,frequent buyer,United Kingdom
17629,12,loyal customer,1425,1566.73,VIP customer,130.56,195.84,8,frequent buyer,United Kingdom
16532,10,loyal customer,2016,6748.8,VIP customer,674.88,2249.6,3,occasional buyer,United Kingdom
12933,8,loyal customer,440,459.57,standard customer,57.45,153.19,3,occasional buyer,United Kingdom
16086,10,loyal customer,467,1023.19,VIP customer,102.32,204.64,5,occasional buyer,United Kingdom
13726,3,short term customer,530,516.74,standard customer,172.25,258.37,2,occasional buyer,United Kingdom
14178,6,short term customer,985,1168.21,VIP customer,194.7,166.89,7,frequent buyer,United Kingdom
14231,4,short term customer,238,577.36,standard customer,144.34,192.45,3,occasional buyer,United Kingdom
13969,12,loyal customer,3292,6650.93,VIP customer,554.24,369.5,18,frequent buyer,United Kingdom
14044,9,loyal customer,147,381.45,standard customer,42.38,95.36,4,occasional buyer,United Kingdom
14447,8,loyal customer,341,625.19,standard customer,78.15,125.04,5,occasional buyer,United Kingdom
12585,4,short term customer,674,1383.03,VIP customer,345.76,691.52,2,occasional buyer,Germany
17017,12,loyal customer,5725,7231.46,VIP customer,602.62,361.57,20,frequent buyer,United Kingdom
14659,11,loyal customer,790,1725.44,VIP customer,156.86,191.72,9,frequent buyer,United Kingdom
14932,0,short term customer,62,224.43,standard customer,NULL,224.43,1,one time buyer,Channel Islands
14193,7,loyal customer,293,513.19,standard customer,73.31,256.6,2,occasional buyer,United Kingdom
14080,0,short term customer,24,25.2,standard customer,NULL,25.2,1,one time buyer,United Kingdom
14071,9,loyal customer,657,951.74,standard customer,105.75,118.97,8,frequent buyer,United Kingdom
14873,0,short term customer,124,393.28,standard customer,NULL,393.28,1,one time buyer,United Kingdom
14597,5,short term customer,505,770.64,standard customer,154.13,385.32,2,occasional buyer,United Kingdom
16793,0,short term customer,128,221.16,standard customer,NULL,221.16,1,one time buyer,United Kingdom
17194,3,short term customer,109,238.56,standard customer,79.52,119.28,2,occasional buyer,United Kingdom
13144,0,short term customer,13,87.35,standard customer,NULL,87.35,1,one time buyer,United Kingdom
16368,1,short term customer,192,352.83,standard customer,352.83,176.42,2,occasional buyer,United Kingdom
15172,8,loyal customer,935,982.89,standard customer,122.86,196.58,5,occasional buyer,United Kingdom
15298,12,loyal customer,2181,3731.72,VIP customer,310.98,310.98,12,frequent buyer,United Kingdom
12417,0,short term customer,131,316.3,standard customer,NULL,316.3,1,one time buyer,Spain
14306,1,short term customer,834,1670.74,VIP customer,1670.74,835.37,2,occasional buyer,United Kingdom
16913,0,short term customer,80,110.94,standard customer,NULL,110.94,1,one time buyer,United Kingdom
14555,8,loyal customer,108,275.44,standard customer,34.43,137.72,2,occasional buyer,United Kingdom
13486,2,short term customer,457,771.77,standard customer,385.88,257.26,3,occasional buyer,United Kingdom
14229,9,loyal customer,460,1359.7,VIP customer,151.08,453.23,3,occasional buyer,United Kingdom
17738,8,loyal customer,684,1302.48,VIP customer,162.81,325.62,4,occasional buyer,United Kingdom
15031,9,loyal customer,310,517.87,standard customer,57.54,129.47,4,occasional buyer,United Kingdom
13296,0,short term customer,53,76.9,standard customer,NULL,76.9,1,one time buyer,United Kingdom
14073,0,short term customer,74,110.16,standard customer,NULL,110.16,1,one time buyer,United Kingdom
15618,4,short term customer,290,544.89,standard customer,136.22,136.22,4,occasional buyer,United Kingdom
17371,11,loyal customer,115,342.05,standard customer,31.1,114.02,3,occasional buyer,United Kingdom
14360,2,short term customer,516,1230.47,VIP customer,615.24,307.62,4,occasional buyer,United Kingdom
13694,12,loyal customer,44820,44045.16,high value customer,3670.43,880.9,50,frequent buyer,United Kingdom
12939,9,loyal customer,2956,7491.8,VIP customer,832.42,936.47,8,frequent buyer,United Kingdom
17461,0,short term customer,547,515.14,standard customer,NULL,171.71,3,occasional buyer,United Kingdom
18082,0,short term customer,422,484.23,standard customer,NULL,484.23,1,one time buyer,United Kingdom
14127,6,short term customer,177,326.93,standard customer,54.49,108.98,3,occasional buyer,United Kingdom
13379,4,short term customer,444,439.87,standard customer,109.97,146.62,3,occasional buyer,United Kingdom
17855,0,short term customer,91,127.07,standard customer,NULL,127.07,1,one time buyer,United Kingdom
15526,0,short term customer,24,148.44,standard customer,NULL,74.22,2,occasional buyer,United Kingdom
18084,0,short term customer,312,90.48,standard customer,NULL,90.48,1,one time buyer,United Kingdom
16953,0,short term customer,10,20.8,standard customer,NULL,20.8,1,one time buyer,United Kingdom
14128,7,loyal customer,236,372.3,standard customer,53.19,186.15,2,occasional buyer,United Kingdom
15707,2,short term customer,431,677.01,standard customer,338.51,169.25,4,occasional buyer,United Kingdom
15531,1,short term customer,669,1179.48,VIP customer,1179.48,589.74,2,occasional buyer,United Kingdom
12491,0,short term customer,189,330.95,standard customer,NULL,330.95,1,one time buyer,France
13546,6,short term customer,287,500.93,standard customer,83.49,166.98,3,occasional buyer,United Kingdom
14628,5,short term customer,186,557.81,standard customer,111.56,278.91,2,occasional buyer,United Kingdom
18017,7,loyal customer,300,523,standard customer,74.71,174.33,3,occasional buyer,United Kingdom
15981,9,loyal customer,798,1496.58,VIP customer,166.29,187.07,8,frequent buyer,United Kingdom
16370,5,short term customer,368,852.45,standard customer,170.49,213.11,4,occasional buyer,United Kingdom
14631,8,loyal customer,500,791.52,standard customer,98.94,263.84,3,occasional buyer,United Kingdom
13918,7,loyal customer,978,942.54,standard customer,134.65,471.27,2,occasional buyer,United Kingdom
17431,0,short term customer,241,323.95,standard customer,NULL,323.95,1,one time buyer,United Kingdom
12991,3,short term customer,183,238.08,standard customer,79.36,119.04,2,occasional buyer,United Kingdom
14129,9,loyal customer,440,807.06,standard customer,89.67,161.41,5,occasional buyer,United Kingdom
14077,7,loyal customer,237,437.59,standard customer,62.51,87.52,5,occasional buyer,United Kingdom
15062,9,loyal customer,524,598.06,standard customer,66.45,149.52,4,occasional buyer,United Kingdom
18081,4,short term customer,135,183.25,standard customer,45.81,61.08,3,occasional buyer,United Kingdom
12957,10,loyal customer,1457,2393.87,VIP customer,239.39,299.23,8,frequent buyer,United Kingdom
14470,9,loyal customer,170,365.26,standard customer,40.58,182.63,2,occasional buyer,United Kingdom
13579,11,loyal customer,170,454.44,standard customer,41.31,227.22,2,occasional buyer,United Kingdom
13265,7,loyal customer,1158,1434.5,VIP customer,204.93,286.9,5,occasional buyer,United Kingdom
12449,5,short term customer,842,2386.93,VIP customer,477.39,596.73,4,occasional buyer,Belgium
16810,0,short term customer,91,253.09,standard customer,NULL,253.09,1,one time buyer,United Kingdom
14573,6,short term customer,404,1314.24,VIP customer,219.04,146.03,9,frequent buyer,United Kingdom
13228,0,short term customer,100,179,standard customer,NULL,179,1,one time buyer,United Kingdom
13212,1,short term customer,229,523.39,standard customer,523.39,174.46,3,occasional buyer,United Kingdom
15002,8,loyal customer,671,1389.61,VIP customer,173.7,347.4,4,occasional buyer,United Kingdom
14162,4,short term customer,140,286.06,standard customer,71.52,143.03,2,occasional buyer,United Kingdom
12778,10,loyal customer,627,667.45,standard customer,66.75,111.24,6,frequent buyer,Netherlands
12956,0,short term customer,28,92.27,standard customer,NULL,92.27,1,one time buyer,United Kingdom
15246,4,short term customer,183,330.25,standard customer,82.56,165.12,2,occasional buyer,United Kingdom
18249,0,short term customer,88,73.5,standard customer,NULL,73.5,1,one time buyer,United Kingdom
16727,0,short term customer,118,196.47,standard customer,NULL,196.47,1,one time buyer,United Kingdom
12895,1,short term customer,116,242.7,standard customer,242.7,121.35,2,occasional buyer,United Kingdom
16414,8,loyal customer,27,126.25,standard customer,15.78,63.13,2,occasional buyer,United Kingdom
15269,0,short term customer,26,408.8,standard customer,NULL,408.8,1,one time buyer,United Kingdom
15574,6,short term customer,208,489.86,standard customer,81.64,122.47,4,occasional buyer,United Kingdom
14624,0,short term customer,150,202.45,standard customer,NULL,101.22,2,occasional buyer,United Kingdom
17942,0,short term customer,38,77.5,standard customer,NULL,77.5,1,one time buyer,United Kingdom
16940,8,loyal customer,1175,1769.48,VIP customer,221.19,589.83,3,occasional buyer,United Kingdom
17092,7,loyal customer,869,1463.97,VIP customer,209.14,365.99,4,occasional buyer,United Kingdom
13778,0,short term customer,65,151.45,standard customer,NULL,151.45,1,one time buyer,United Kingdom
13340,7,loyal customer,4470,7505.3,VIP customer,1072.19,1072.19,7,frequent buyer,United Kingdom
17739,11,loyal customer,757,2222.25,VIP customer,202.02,317.46,7,frequent buyer,United Kingdom
14520,10,loyal customer,146,270.6,standard customer,27.06,135.3,2,occasional buyer,United Kingdom
16054,0,short term customer,257,438.61,standard customer,NULL,438.61,1,one time buyer,United Kingdom
14036,0,short term customer,170,395.95,standard customer,NULL,395.95,1,one time buyer,United Kingdom
15232,1,short term customer,186,210.76,standard customer,210.76,105.38,2,occasional buyer,United Kingdom
13177,0,short term customer,45,119.85,standard customer,NULL,119.85,1,one time buyer,United Kingdom
12982,0,short term customer,164,217.14,standard customer,NULL,217.14,1,one time buyer,United Kingdom
16412,0,short term customer,46,105.34,standard customer,NULL,105.34,1,one time buyer,United Kingdom
16934,0,short term customer,279,669.51,standard customer,NULL,334.75,2,occasional buyer,United Kingdom
14626,7,loyal customer,813,1866.63,VIP customer,266.66,466.66,4,occasional buyer,United Kingdom
14410,7,loyal customer,370,749.8,standard customer,107.11,83.31,9,frequent buyer,United Kingdom
15971,9,loyal customer,1572,3896.75,VIP customer,432.97,324.73,12,frequent buyer,United Kingdom
13147,2,short term customer,144,712.8,standard customer,356.4,178.2,4,occasional buyer,United Kingdom
16169,3,short term customer,925,1199.73,VIP customer,399.91,299.93,4,occasional buyer,United Kingdom
15822,12,loyal customer,331,772.07,standard customer,64.34,386.03,2,occasional buyer,United Kingdom
18272,8,loyal customer,1283,2085.83,VIP customer,260.73,347.64,6,frequent buyer,United Kingdom
13717,9,loyal customer,1465,988.09,standard customer,109.79,164.68,6,frequent buyer,United Kingdom
17450,12,loyal customer,59249,168503.41,high value customer,14041.95,3663.12,46,frequent buyer,United Kingdom
13845,0,short term customer,150,286.42,standard customer,NULL,286.42,1,one time buyer,United Kingdom
17926,2,short term customer,282,346.89,standard customer,173.44,173.44,2,occasional buyer,United Kingdom
17383,0,short term customer,127,153.39,standard customer,NULL,153.39,1,one time buyer,United Kingdom
13685,2,short term customer,3236,2405.28,VIP customer,1202.64,343.61,7,frequent buyer,United Kingdom
15097,0,short term customer,120,176.38,standard customer,NULL,176.38,1,one time buyer,United Kingdom
16933,8,loyal customer,261,523.04,standard customer,65.38,261.52,2,occasional buyer,United Kingdom
17429,3,short term customer,489,456.79,standard customer,152.26,152.26,3,occasional buyer,United Kingdom
12669,4,short term customer,398,1862.91,VIP customer,465.73,620.97,3,occasional buyer,France
14642,0,short term customer,76,96.12,standard customer,NULL,96.12,1,one time buyer,United Kingdom
13588,8,loyal customer,1465,1639.71,VIP customer,204.96,182.19,9,frequent buyer,United Kingdom
15448,0,short term customer,115,259.97,standard customer,NULL,259.97,1,one time buyer,United Kingdom
12720,12,loyal customer,2983,4233.95,VIP customer,352.83,169.36,25,frequent buyer,Germany
17325,0,short term customer,38,60.5,standard customer,NULL,60.5,1,one time buyer,United Kingdom
16241,11,loyal customer,867,1488.79,VIP customer,135.34,114.52,13,frequent buyer,United Kingdom
12700,7,loyal customer,1349,2548.35,VIP customer,364.05,637.09,4,occasional buyer,France
15755,9,loyal customer,957,1715.52,VIP customer,190.61,285.92,6,frequent buyer,United Kingdom
16658,0,short term customer,40,123.24,standard customer,NULL,123.24,1,one time buyer,United Kingdom
13417,7,loyal customer,98,413.33,standard customer,59.05,206.66,2,occasional buyer,United Kingdom
16988,0,short term customer,43,126.12,standard customer,NULL,126.12,1,one time buyer,United Kingdom
16473,5,short term customer,184,301.11,standard customer,60.22,100.37,3,occasional buyer,United Kingdom
13421,8,loyal customer,771,1236.79,VIP customer,154.6,618.39,2,occasional buyer,United Kingdom
12775,9,loyal customer,595,1013.54,VIP customer,112.62,202.71,5,occasional buyer,Netherlands
12885,2,short term customer,372,714.81,standard customer,357.4,238.27,3,occasional buyer,United Kingdom
17526,12,loyal customer,279,1162.9,VIP customer,96.91,290.73,4,occasional buyer,United Kingdom
15081,11,loyal customer,176,459.3,standard customer,41.75,91.86,5,occasional buyer,United Kingdom
17388,7,loyal customer,1068,1259.56,VIP customer,179.94,314.89,4,occasional buyer,United Kingdom
16858,0,short term customer,89,362.19,standard customer,NULL,362.19,1,one time buyer,United Kingdom
17892,3,short term customer,105,237.4,standard customer,79.13,79.13,3,occasional buyer,United Kingdom
16093,0,short term customer,20,17,standard customer,NULL,17,1,one time buyer,United Kingdom
12596,6,short term customer,384,556.05,standard customer,92.67,278.02,2,occasional buyer,Spain
14552,0,short term customer,50,106.66,standard customer,NULL,106.66,1,one time buyer,United Kingdom
17341,7,loyal customer,271,425.62,standard customer,60.8,141.87,3,occasional buyer,United Kingdom
14512,2,short term customer,92,229.38,standard customer,114.69,114.69,2,occasional buyer,United Kingdom
17684,0,short term customer,85,159.61,standard customer,NULL,159.61,1,one time buyer,United Kingdom
15805,11,loyal customer,1985,3211.72,VIP customer,291.97,188.92,17,frequent buyer,United Kingdom
16811,1,short term customer,399,417.41,standard customer,417.41,208.71,2,occasional buyer,United Kingdom
17781,4,short term customer,29,168.33,standard customer,42.08,84.17,2,occasional buyer,United Kingdom
14656,3,short term customer,83,224.15,standard customer,74.72,112.08,2,occasional buyer,United Kingdom
15498,12,loyal customer,4182,8779.53,VIP customer,731.63,325.17,27,frequent buyer,United Kingdom
13140,8,loyal customer,166,387.1,standard customer,48.39,129.03,3,occasional buyer,United Kingdom
15523,0,short term customer,123,399.93,standard customer,NULL,399.93,1,one time buyer,United Kingdom
14957,0,short term customer,27,48.74,standard customer,NULL,48.74,1,one time buyer,United Kingdom
15601,11,loyal customer,2756,4140.63,VIP customer,376.42,295.76,14,frequent buyer,United Kingdom
12965,0,short term customer,168,472.93,standard customer,NULL,472.93,1,one time buyer,United Kingdom
13752,4,short term customer,816,1089.35,VIP customer,272.34,181.56,6,frequent buyer,United Kingdom
13989,6,short term customer,1029,984.58,standard customer,164.1,492.29,2,occasional buyer,United Kingdom
15389,0,short term customer,400,500,standard customer,NULL,500,1,one time buyer,United Kingdom
16284,1,short term customer,412,614.23,standard customer,614.23,307.11,2,occasional buyer,United Kingdom
13736,9,loyal customer,277,435.48,standard customer,48.39,217.74,2,occasional buyer,United Kingdom
17706,12,loyal customer,2506,7213.13,VIP customer,601.09,424.3,17,frequent buyer,United Kingdom
12772,0,short term customer,268,598.31,standard customer,NULL,598.31,1,one time buyer,Portugal
16059,10,loyal customer,435,1004.91,VIP customer,100.49,167.49,6,frequent buyer,United Kingdom
17839,0,short term customer,173,237.9,standard customer,NULL,237.9,1,one time buyer,United Kingdom
17372,10,loyal customer,475,924.76,standard customer,92.48,115.59,8,frequent buyer,United Kingdom
13911,8,loyal customer,2246,1958.54,VIP customer,244.82,217.62,9,frequent buyer,United Kingdom
16498,1,short term customer,36,89.72,standard customer,89.72,44.86,2,occasional buyer,United Kingdom
12359,9,loyal customer,802,3822.75,VIP customer,424.75,955.69,4,occasional buyer,Cyprus
17188,11,loyal customer,927,2038.31,VIP customer,185.3,291.19,7,frequent buyer,United Kingdom
12455,0,short term customer,1162,1209.15,VIP customer,NULL,604.58,2,occasional buyer,Cyprus
16398,4,short term customer,446,1081.49,VIP customer,270.37,540.75,2,occasional buyer,United Kingdom
13982,10,loyal customer,897,1538.75,VIP customer,153.88,384.69,4,occasional buyer,United Kingdom
13651,1,short term customer,21,76.8,standard customer,76.8,38.4,2,occasional buyer,United Kingdom
15394,11,loyal customer,484,1286.64,VIP customer,116.97,321.66,4,occasional buyer,United Kingdom
16560,11,loyal customer,298,638.19,standard customer,58.02,319.1,2,occasional buyer,United Kingdom
16909,0,short term customer,342,267.36,standard customer,NULL,267.36,1,one time buyer,United Kingdom
15832,0,short term customer,205,379.61,standard customer,NULL,379.61,1,one time buyer,United Kingdom
16806,4,short term customer,293,650.43,standard customer,162.61,162.61,4,occasional buyer,United Kingdom
13587,0,short term customer,176,679.4,standard customer,NULL,679.4,1,one time buyer,United Kingdom
17377,11,loyal customer,1174,2964.01,VIP customer,269.46,148.2,20,frequent buyer,United Kingdom
16529,0,short term customer,121,257.8,standard customer,NULL,257.8,1,one time buyer,United Kingdom
15189,11,loyal customer,5359,14412.75,high value customer,1310.25,351.53,41,frequent buyer,United Kingdom
18013,0,short term customer,267,170.09,standard customer,NULL,85.04,2,occasional buyer,United Kingdom
14620,2,short term customer,177,317.33,standard customer,158.66,158.66,2,occasional buyer,United Kingdom
16402,3,short term customer,101,208.8,standard customer,69.6,104.4,2,occasional buyer,United Kingdom
17581,12,loyal customer,3070,6234.55,VIP customer,519.55,249.38,25,frequent buyer,United Kingdom
14553,10,loyal customer,352,716.74,standard customer,71.67,143.35,5,occasional buyer,United Kingdom
15648,2,short term customer,190,567.7,standard customer,283.85,283.85,2,occasional buyer,United Kingdom
14427,0,short term customer,216,333.4,standard customer,NULL,166.7,2,occasional buyer,United Kingdom
17044,0,short term customer,504,948.48,standard customer,NULL,948.48,1,one time buyer,United Kingdom
16497,9,loyal customer,825,2000.46,VIP customer,222.27,333.41,6,frequent buyer,United Kingdom
15839,4,short term customer,440,620.48,standard customer,155.12,206.83,3,occasional buyer,United Kingdom
14216,1,short term customer,462,1641.34,VIP customer,1641.34,410.33,4,occasional buyer,United Kingdom
17040,0,short term customer,138,406.53,standard customer,NULL,406.53,1,one time buyer,United Kingdom
17251,0,short term customer,80,178.33,standard customer,NULL,178.33,1,one time buyer,United Kingdom
16601,0,short term customer,128,229.55,standard customer,NULL,229.55,1,one time buyer,United Kingdom
15117,6,short term customer,1462,942.4,standard customer,157.07,188.48,5,occasional buyer,United Kingdom
15396,0,short term customer,110,283.14,standard customer,NULL,283.14,1,one time buyer,United Kingdom
13938,0,short term customer,62,65.02,standard customer,NULL,65.02,1,one time buyer,United Kingdom
16729,7,loyal customer,4074,5490.31,VIP customer,784.33,261.44,21,frequent buyer,United Kingdom
13777,12,loyal customer,12367,24671.08,high value customer,2055.92,747.61,33,frequent buyer,United Kingdom
15786,2,short term customer,904,1705.51,VIP customer,852.75,568.5,3,occasional buyer,United Kingdom
14881,0,short term customer,268,205.48,standard customer,NULL,205.48,1,one time buyer,United Kingdom
13015,6,short term customer,865,2048.89,VIP customer,341.48,409.78,5,occasional buyer,United Kingdom
12569,8,loyal customer,1345,3474.51,VIP customer,434.31,108.58,32,frequent buyer,Germany
12578,10,loyal customer,604,1723.67,VIP customer,172.37,861.84,2,occasional buyer,Italy
17987,0,short term customer,229,175.17,standard customer,NULL,175.17,1,one time buyer,United Kingdom
16679,0,short term customer,29,129.75,standard customer,NULL,129.75,1,one time buyer,United Kingdom
18242,4,short term customer,776,1731.7,VIP customer,432.92,432.92,4,occasional buyer,United Kingdom
14246,4,short term customer,601,1102.21,VIP customer,275.55,367.4,3,occasional buyer,United Kingdom
18139,0,short term customer,3239,5491.74,VIP customer,NULL,915.29,6,frequent buyer,United Kingdom
13919,2,short term customer,131,210.87,standard customer,105.44,105.44,2,occasional buyer,Denmark
16720,0,short term customer,134,96.92,standard customer,NULL,96.92,1,one time buyer,United Kingdom
NULL,12,loyal customer,319903,1224733.3,high value customer,102061.11,573.11,2137,frequent buyer,United Kingdom
16967,0,short term customer,139,120.42,standard customer,NULL,120.42,1,one time buyer,United Kingdom
12733,0,short term customer,131,368.65,standard customer,NULL,368.65,1,one time buyer,USA
13519,0,short term customer,19,98.95,standard customer,NULL,98.95,1,one time buyer,United Kingdom
17386,6,short term customer,1566,2346.58,VIP customer,391.1,391.1,6,frequent buyer,United Kingdom
13169,6,short term customer,252,526.68,standard customer,87.78,263.34,2,occasional buyer,United Kingdom
14621,12,loyal customer,637,1190.34,VIP customer,99.2,238.07,5,occasional buyer,United Kingdom
14816,0,short term customer,4,146.85,standard customer,NULL,146.85,1,one time buyer,United Kingdom
17693,0,short term customer,132,110.09,standard customer,NULL,110.09,1,one time buyer,United Kingdom
12508,0,short term customer,176,265.36,standard customer,NULL,132.68,2,occasional buyer,France
12478,0,short term customer,119,447.12,standard customer,NULL,447.12,1,one time buyer,Greece
13160,0,short term customer,56,91.8,standard customer,NULL,91.8,1,one time buyer,United Kingdom
13259,0,short term customer,74,172.22,standard customer,NULL,172.22,1,one time buyer,United Kingdom
13835,6,short term customer,334,643.92,standard customer,107.32,160.98,4,occasional buyer,United Kingdom
16918,9,loyal customer,552,843.67,standard customer,93.74,140.61,6,frequent buyer,United Kingdom
13849,4,short term customer,542,855.59,standard customer,213.9,427.79,2,occasional buyer,United Kingdom
18278,0,short term customer,60,144.2,standard customer,NULL,144.2,1,one time buyer,United Kingdom
14840,0,short term customer,19,47.85,standard customer,NULL,47.85,1,one time buyer,United Kingdom
12727,10,loyal customer,1485,3230.19,VIP customer,323.02,461.46,7,frequent buyer,France
17649,0,short term customer,194,426.74,standard customer,NULL,426.74,1,one time buyer,United Kingdom
12480,10,loyal customer,1024,2255.1,VIP customer,225.51,563.78,4,occasional buyer,Germany
14273,6,short term customer,150,301.37,standard customer,50.23,75.34,4,occasional buyer,United Kingdom
14479,3,short term customer,103,251.75,standard customer,83.92,125.87,2,occasional buyer,United Kingdom
12489,0,short term customer,105,334.93,standard customer,NULL,334.93,1,one time buyer,France
15855,4,short term customer,316,531.66,standard customer,132.92,106.33,5,occasional buyer,United Kingdom
14801,0,short term customer,131,96.84,standard customer,NULL,96.84,1,one time buyer,United Kingdom
15687,11,loyal customer,878,2038.1,VIP customer,185.28,226.46,9,frequent buyer,United Kingdom
18239,5,short term customer,505,1072.71,VIP customer,214.54,214.54,5,occasional buyer,United Kingdom
16287,0,short term customer,283,100.95,standard customer,NULL,100.95,1,one time buyer,United Kingdom
14315,7,loyal customer,610,1534.58,VIP customer,219.23,255.76,6,frequent buyer,United Kingdom
13811,2,short term customer,40,583.5,standard customer,291.75,194.5,3,occasional buyer,Germany
15458,0,short term customer,144,146.64,standard customer,NULL,146.64,1,one time buyer,United Kingdom
15699,0,short term customer,87,244.55,standard customer,NULL,244.55,1,one time buyer,United Kingdom
13391,0,short term customer,4,59.8,standard customer,NULL,59.8,1,one time buyer,United Kingdom
15804,7,loyal customer,1694,2931.64,VIP customer,418.81,225.51,13,frequent buyer,United Kingdom
16805,6,short term customer,465,341.79,standard customer,56.97,170.9,2,occasional buyer,United Kingdom
16812,0,short term customer,63,401.05,standard customer,NULL,401.05,1,one time buyer,United Kingdom
17203,1,short term customer,2431,3111.91,VIP customer,3111.91,518.65,6,frequent buyer,United Kingdom
16866,0,short term customer,57,177.89,standard customer,NULL,59.3,3,occasional buyer,United Kingdom
13888,3,short term customer,178,444.27,standard customer,148.09,222.14,2,occasional buyer,United Kingdom
13599,12,loyal customer,2592,4174.94,VIP customer,347.91,198.81,21,frequent buyer,United Kingdom
15933,2,short term customer,630,777.49,standard customer,388.75,259.16,3,occasional buyer,United Kingdom
14670,0,short term customer,207,253.72,standard customer,NULL,126.86,2,occasional buyer,United Kingdom
13823,2,short term customer,242,598.86,standard customer,299.43,299.43,2,occasional buyer,United Kingdom
12875,7,loyal customer,2019,343.23,standard customer,49.03,171.62,2,occasional buyer,United Kingdom
15332,0,short term customer,418,1049.96,VIP customer,NULL,262.49,4,occasional buyer,Lithuania
14027,0,short term customer,38,62.46,standard customer,NULL,62.46,1,one time buyer,United Kingdom
14121,2,short term customer,1234,1697.07,VIP customer,848.53,424.27,4,occasional buyer,United Kingdom
17201,0,short term customer,214,263.81,standard customer,NULL,263.81,1,one time buyer,United Kingdom
16930,1,short term customer,260,328.42,standard customer,328.42,109.47,3,occasional buyer,United Kingdom
18167,3,short term customer,262,952.86,standard customer,317.62,317.62,3,occasional buyer,United Kingdom
15518,9,loyal customer,1071,1616.53,VIP customer,179.61,202.07,8,frequent buyer,United Kingdom
16041,4,short term customer,1584,3166.4,VIP customer,791.6,1055.47,3,occasional buyer,United Kingdom
18255,0,short term customer,74,103.3,standard customer,NULL,103.3,1,one time buyer,United Kingdom
17076,11,loyal customer,247,665.88,standard customer,60.53,221.96,3,occasional buyer,United Kingdom
17034,9,loyal customer,338,665.84,standard customer,73.98,221.95,3,occasional buyer,United Kingdom
13217,1,short term customer,262,533.98,standard customer,533.98,177.99,3,occasional buyer,United Kingdom
16814,11,loyal customer,2008,5228.6,VIP customer,475.33,248.98,21,frequent buyer,United Kingdom
17603,0,short term customer,52,342.28,standard customer,NULL,342.28,1,one time buyer,United Kingdom
17856,9,loyal customer,806,1373.03,VIP customer,152.56,343.26,4,occasional buyer,United Kingdom
17509,0,short term customer,1255,2210.81,VIP customer,NULL,276.35,8,frequent buyer,United Kingdom
15802,0,short term customer,1,451.42,standard customer,NULL,451.42,1,one time buyer,United Kingdom
13505,5,short term customer,1190,2706.16,VIP customer,541.23,676.54,4,occasional buyer,Switzerland
15789,0,short term customer,266,197.38,standard customer,NULL,197.38,1,one time buyer,United Kingdom
13739,0,short term customer,54,216.9,standard customer,NULL,216.9,1,one time buyer,United Kingdom
17601,0,short term customer,103,116.01,standard customer,NULL,116.01,1,one time buyer,United Kingdom
14629,2,short term customer,243,545.85,standard customer,272.93,272.93,2,occasional buyer,United Kingdom
12373,0,short term customer,141,255.4,standard customer,NULL,255.4,1,one time buyer,Austria
13484,0,short term customer,16,115.2,standard customer,NULL,115.2,1,one time buyer,United Kingdom
13874,0,short term customer,162,507.75,standard customer,NULL,507.75,1,one time buyer,United Kingdom
18226,9,loyal customer,1992,3098.65,VIP customer,344.29,281.7,11,frequent buyer,United Kingdom
14875,5,short term customer,454,1239.12,VIP customer,247.82,619.56,2,occasional buyer,United Kingdom
